course_id,course_short_title,course_long_title,learner_id,certification_id,certified,country,learner_qualification,learners_year_of_birth,age,gender,grade,start_time_DI,last_event_DI,number_of_days_active,number_of_chapters,number_of_forum_post,incomplete_flag
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130400793,877198,0,Unknown/Other,Master's,1971,42,m,0,03-02-2013,17-11-2013,25,16,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130181032,230863,0,Greece,Master's,1971,42,m,0,04-02-2013,23-03-2013,3,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130551942,583612,0,United States,Bachelor's,1971,42,f,0,05-02-2013,17-11-2013,30,17,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130519292,554240,0,United States,Master's,1971,42,m,0.79,15-02-2013,10-03-2013,4,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130367606,413558,0,United States,Doctorate,1971,42,m,0,07-02-2013,28-03-2013,6,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130558551,416560,0,East Asia,Master's,1971,42,m,0,09-07-2013,09-07-2013,1,13,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130478197,264481,0,Unknown/Other,Master's,1971,42,m,0,09-02-2013,17-11-2013,19,11,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130144014,236587,0,United States,Master's,1971,42,f,0,19-04-2013,23-04-2013,2,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130371984,966048,0,United States,Master's,1971,42,f,0,10-02-2013,17-03-2013,3,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130017817,240703,0,Europe,Bachelor's,1971,42,m,0,13-02-2013,11-03-2013,3,8,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130327804,787154,0,United States,Bachelor's,1971,42,m,0.48,14-02-2013,04-06-2013,6,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130421591,976145,0,United States,Bachelor's,1971,42,m,0,14-02-2013,04-04-2013,3,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130129206,794569,0,Greece,Master's,1971,42,f,0,14-02-2013,08-05-2013,11,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130571527,928620,0,United States,Master's,1971,42,f,0,14-02-2013,17-11-2013,10,15,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130128981,328701,0,Europe,Master's,1971,42,m,0,15-02-2013,27-03-2013,3,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130192362,446201,0,Unknown/Other,Master's,1971,42,f,0,15-02-2013,17-11-2013,27,13,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130109896,687517,0,United States,Bachelor's,1971,42,f,0.46,18-02-2013,23-03-2013,1,14,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130021995,931744,0,Unknown/Other,Master's,1971,42,f,0.49,19-02-2013,17-11-2013,18,19,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130065181,496046,0,United States,Master's,1971,42,m,0.03,19-02-2013,04-07-2013,27,7,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130120438,181947,0,United States,Master's,1971,42,m,0.93,15-03-2013,02-05-2013,5,3,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130223969,171921,0,United States,Bachelor's,1971,42,f,0,19-02-2013,17-11-2013,12,13,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130577272,503446,0,Europe,Master's,1971,42,m,0,20-02-2013,23-04-2013,2,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130458558,679036,0,Greece,Master's,1971,42,f,0.05,20-02-2013,27-03-2013,8,4,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130375393,110409,0,Unknown/Other,Master's,1971,42,f,0,21-02-2013,17-11-2013,22,12,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130312477,429439,0,Greece,Master's,1971,42,f,0,21-02-2013,14-03-2013,2,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130249820,534464,0,United States,Master's,1971,42,f,0.7,21-02-2013,16-04-2013,11,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130508155,832076,0,United Kingdom,Master's,1971,42,m,0,21-02-2013,23-04-2013,2,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130085225,531750,0,United Kingdom,Master's,1971,42,m,0,21-02-2013,24-02-2013,2,12,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130193736,740272,0,United States,Bachelor's,1971,42,m,0,21-02-2013,26-03-2013,6,3,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130066229,837291,0,Greece,Master's,1971,42,m,0,21-02-2013,21-02-2013,1,11,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130378720,722041,0,Greece,Master's,1971,42,m,0,22-02-2013,25-04-2013,4,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130257333,309553,0,United States,Bachelor's,1971,42,m,0,22-02-2013,10-05-2013,1,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130212994,712880,0,Greece,Master's,1971,42,m,0.75,23-02-2013,18-03-2013,4,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130499514,841070,0,Greece,Master's,1971,42,f,0.75,23-02-2013,18-03-2013,7,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130389733,865346,0,United States,Master's,1971,42,f,0,24-02-2013,19-03-2013,6,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130534010,691405,0,United States,Bachelor's,1971,42,m,0,25-02-2013,25-02-2013,1,13,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130194091,860356,0,United States,Secondary,1971,42,m,0,25-02-2013,25-02-2013,1,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130011746,144941,0,United States,Bachelor's,1971,42,m,0,25-02-2013,17-11-2013,24,18,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130182144,693069,0,Greece,Master's,1971,42,f,0,26-02-2013,15-03-2013,1,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130469044,323949,0,United States,Bachelor's,1971,42,f,0,26-02-2013,17-11-2013,23,20,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130087681,753167,0,Greece,Master's,1971,42,f,0,27-02-2013,04-05-2013,5,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130241622,724029,0,United States,Bachelor's,1971,42,f,0.08,20-03-2013,15-08-2013,49,18,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130275681,967885,0,Unknown/Other,Master's,1971,42,m,0,01-03-2013,17-11-2013,14,19,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130078601,469308,0,United States,Bachelor's,1971,42,m,0,01-03-2013,01-03-2013,1,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130131135,264760,0,United States,Master's,1971,42,f,0.88,01-03-2013,19-03-2013,2,3,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130416745,503035,0,United States,Doctorate,1971,42,m,0.42,03-03-2013,29-07-2013,1,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130165957,968629,0,Greece,Master's,1971,42,f,0,04-03-2013,14-03-2013,5,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130227953,308655,0,United States,Bachelor's,1971,42,f,0.88,04-03-2013,16-03-2013,2,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130510782,540451,0,United States,Bachelor's,1971,42,f,0,05-03-2013,23-03-2013,6,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130309594,697305,0,United States,Secondary,1971,42,f,0.83,05-03-2013,05-03-2013,1,12,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130252778,233883,0,United States,Secondary,1971,42,m,0,06-03-2013,14-03-2013,4,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130055863,896100,0,United States,Bachelor's,1971,42,f,0,06-03-2013,10-03-2013,1,7,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130310712,170186,1,Europe,Bachelor's,1971,42,m,0.66,07-03-2013,06-09-2013,43,21,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130288393,373911,0,United States,Secondary,1971,42,f,0.01,09-03-2013,31-03-2013,12,4,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130573230,343942,0,United States,Bachelor's,1971,42,m,0,09-03-2013,09-03-2013,1,14,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130412646,889192,0,United States,Master's,1971,42,f,0,11-03-2013,14-05-2013,7,4,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130432092,576294,0,Brazil,Bachelor's,1971,42,f,0.04,13-03-2013,28-08-2013,18,4,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130344513,335639,0,Greece,Master's,1971,42,f,0,13-03-2013,13-03-2013,1,9,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130168394,757118,0,United States,Master's,1971,42,f,0.44,22-05-2013,22-05-2013,1,13,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130025288,967297,0,United States,Bachelor's,1971,42,f,0,13-03-2013,13-03-2013,1,15,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130468978,682559,0,United States,Master's,1971,42,m,0,14-03-2013,15-03-2013,2,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130508403,327629,0,Europe,Master's,1971,42,m,0,15-03-2013,15-03-2013,1,12,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130156771,205690,0,United States,Doctorate,1971,42,m,0,16-03-2013,16-03-2013,1,11,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130068689,443738,0,United States,Doctorate,1971,42,m,0,17-03-2013,20-03-2013,2,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130495356,749451,0,United States,Master's,1971,42,f,0,18-03-2013,18-03-2013,1,9,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130390535,797523,0,United States,Secondary,1971,42,m,0,19-03-2013,19-03-2013,1,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130468040,576646,0,Brazil,Bachelor's,1971,42,f,0,20-03-2013,20-03-2013,1,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130439574,377164,0,United States,Secondary,1971,42,m,0.07,21-03-2013,14-05-2013,28,5,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130290517,924091,0,United States,Bachelor's,1971,42,f,0,21-03-2013,22-03-2013,1,13,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130137075,712662,0,United States,Doctorate,1971,42,m,0,22-03-2013,05-09-2013,22,8,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130224679,664365,0,United Kingdom,Master's,1971,42,f,0.02,23-03-2013,24-03-2013,2,3,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130311297,594577,0,Europe,Bachelor's,1971,42,f,0,23-03-2013,23-03-2013,1,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130362231,198796,0,United States,Bachelor's,1971,42,m,0,25-03-2013,25-03-2013,1,12,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130408281,149218,0,United States,Bachelor's,1971,42,m,0,25-03-2013,25-03-2013,1,14,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130185586,584440,0,United States,Master's,1971,42,f,0,25-03-2013,26-03-2013,1,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130488705,594706,0,United States,Master's,1971,42,m,0,26-03-2013,29-05-2013,6,4,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130112765,733260,0,Unknown/Other,Master's,1971,42,f,0,26-03-2013,17-11-2013,19,10,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130363367,167565,0,United States,Master's,1971,42,f,0,26-03-2013,26-03-2013,1,9,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130358273,208710,0,United States,Master's,1971,42,m,0,26-03-2013,18-04-2013,2,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130011810,711815,0,United States,Doctorate,1971,42,f,0,27-03-2013,28-03-2013,2,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130092381,973891,0,United States,Master's,1971,42,f,0,28-03-2013,31-03-2013,4,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130474760,841043,0,United States,Bachelor's,1971,42,m,0,29-03-2013,31-03-2013,3,15,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130114034,752970,0,United States,Bachelor's,1971,42,m,0,28-03-2013,01-04-2013,2,4,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130475098,266200,0,United States,Master's,1971,42,f,0,28-03-2013,29-03-2013,1,12,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130556786,214257,0,United States,Secondary,1971,42,m,0.34,01-04-2013,01-04-2013,1,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130389436,204716,0,United States,Master's,1971,42,m,0,01-04-2013,06-09-2013,2,8,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130259139,161070,0,United States,Bachelor's,1971,42,m,0.69,06-04-2013,30-04-2013,2,12,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130424922,339408,0,United States,Master's,1971,42,m,0,04-04-2013,13-05-2013,2,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130182567,985206,0,United States,Master's,1971,42,f,0,04-04-2013,04-04-2013,1,14,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130426072,734701,0,United States,Bachelor's,1971,42,m,0.12,04-04-2013,06-06-2013,14,5,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130271171,282369,0,United States,Master's,1971,42,m,0,06-04-2013,06-04-2013,1,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130189264,406780,0,Europe,Master's,1971,42,m,0,07-04-2013,07-04-2013,1,8,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130133987,896729,0,United States,Master's,1971,42,m,0,14-04-2013,13-05-2013,2,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130043996,981320,0,Europe,Master's,1971,42,f,0,16-04-2013,12-06-2013,6,5,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130396847,375145,0,India,Master's,1971,42,m,0,17-04-2013,30-04-2013,3,4,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130271474,901522,0,United States,Bachelor's,1971,42,f,0,19-04-2013,19-04-2013,1,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130555380,930624,0,United States,Secondary,1971,42,f,0,24-04-2013,26-04-2013,3,10,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130552584,479920,0,East Asia,Master's,1971,42,m,0.01,28-04-2013,16-05-2013,13,4,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130170246,584408,0,United States,Master's,1971,42,m,0,28-04-2013,29-04-2013,1,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130291632,802701,0,United Kingdom,Master's,1971,42,f,0,29-04-2013,29-04-2013,1,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130168465,984135,0,United States,Secondary,1971,42,f,0,30-04-2013,01-05-2013,1,8,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130513904,822409,0,United States,Bachelor's,1971,42,f,0,03-05-2013,14-05-2013,6,3,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130233068,388574,0,Brazil,Bachelor's,1971,42,f,0.81,10-05-2013,10-05-2013,1,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130047041,677014,0,United States,Doctorate,1971,42,f,0,12-05-2013,13-05-2013,1,12,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130502514,991192,0,United States,Master's,1971,42,f,0,13-05-2013,17-05-2013,3,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130015906,333397,0,United States,Bachelor's,1971,42,m,0,13-05-2013,13-05-2013,1,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130207999,184706,0,United States,Doctorate,1971,42,m,0,13-05-2013,16-05-2013,2,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130527714,751673,0,United States,Master's,1971,42,f,0,13-05-2013,13-05-2013,1,9,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130397737,623360,0,United States,Doctorate,1971,42,m,0.02,13-05-2013,04-08-2013,17,6,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130403413,909220,0,United States,Master's,1971,42,f,0,14-05-2013,14-05-2013,1,9,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130087795,377057,0,United States,Doctorate,1971,42,f,0,14-05-2013,14-05-2013,1,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130376953,880376,0,United States,Master's,1971,42,m,0,17-05-2013,17-05-2013,1,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130585629,673787,0,United States,Doctorate,1971,42,f,0,17-05-2013,18-05-2013,2,2,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130520541,701500,0,United States,Secondary,1971,42,m,0,20-05-2013,20-05-2013,1,7,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130254127,681543,0,United States,Bachelor's,1971,42,m,0,20-05-2013,20-05-2013,1,9,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130595055,434019,0,East Asia,Master's,1971,42,m,0,21-05-2013,21-05-2013,1,1,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130040348,991258,0,United States,Master's,1971,42,f,0,24-05-2013,24-05-2013,1,10,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130483508,822117,0,Europe,Bachelor's,1971,42,m,0.78,27-07-2013,27-07-2013,1,3,0,0
HarvardX/CB22x/2013_Spring,HeroesX,The Ancient Greek Hero,MHxPC130318880,432435,0,United States,Bachelor's,1971,42,f,0,25-05-2013,25-05-2013,1,15,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130176355,677614,0,United States,Master's,1971,42,m,0,30-01-2013,30-01-2013,1,,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130166398,181784,0,Europe,Master's,1971,42,m,,31-07-2013,,39,6,0,0
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130435923,260505,0,United States,Doctorate,1971,42,m,0,23-01-2013,23-01-2013,1,,0,1
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130509987,392550,0,United States,Bachelor's,1971,42,m,,28-08-2013,,27,14,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130432401,907006,0,United States,Bachelor's,1971,42,m,0,02-02-2013,03-02-2013,1,,0,1
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130266767,899804,1,United Kingdom,Secondary,1971,42,m,0,03-02-2013,03-02-2013,1,,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130411317,879329,0,United States,Secondary,1971,42,f,0,03-03-2013,,,1,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130299003,124160,0,United States,Master's,1971,42,f,0,10-02-2013,,,1,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130451462,332104,1,United States,Master's,1971,42,f,0,31-01-2013,31-01-2013,1,,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130530682,462426,1,United States,Bachelor's,1971,42,m,,24-01-2013,25-01-2013,1,1,0,0
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130246430,438834,1,Europe,Doctorate,1971,42,m,0,28-01-2013,28-01-2013,1,,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130441182,427763,0,United States,Bachelor's,1971,42,f,0,20-12-2012,,,1,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130041847,992762,1,Europe,Bachelor's,1971,42,m,0,24-02-2013,,,2,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130182911,296608,0,United States,Master's,1971,42,m,0,21-01-2013,21-01-2013,1,,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130425524,925779,0,United States,Master's,1971,42,m,0,02-01-2013,04-02-2013,1,1,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130259027,261157,0,Europe,Master's,1971,42,m,0,26-01-2013,26-01-2013,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130452492,404965,0,United States,Master's,1971,42,f,0,22-05-2013,,5,,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130469733,575887,1,United States,Bachelor's,1971,42,m,,04-08-2013,,1,10,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130033224,455924,0,United States,Master's,1971,42,f,0,12-02-2013,,,1,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130425679,472424,0,United States,Secondary,1971,42,m,0,04-02-2013,04-02-2013,1,,0,1
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130080048,341953,0,United States,Secondary,1971,42,m,0,21-01-2013,21-01-2013,1,,0,1
HarvardX/PH278x/2013_Spring,HealthEnv,Human Health and Global Environmental Change,MHxPC130518698,997598,0,India,Master's,1971,42,m,0,21-01-2013,,5,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130183678,448822,0,United States,Master's,1971,42,m,0,06-02-2013,06-02-2013,1,,0,1
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130201647,794428,0,United States,Doctorate,1971,42,m,0,22-01-2013,29-01-2013,2,2,0,0
HarvardX/PH278x/2013_Spring,HealthEnv,Human Health and Global Environmental Change,MHxPC130340083,900521,0,United States,Bachelor's,1971,42,f,0,27-01-2013,,1,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130309775,968532,0,India,Doctorate,1971,42,m,0,30-01-2013,30-01-2013,1,,0,1
MITx/3.091x/2012_Fall,SSChem,Introduction to Solid State Chemistry,MHxPC130424420,730952,1,United States,Bachelor's,1971,42,m,0,12-08-2012,,3,,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130421677,255986,1,Europe,Bachelor's,1971,42,m,0,13-08-2012,,1,,0,0
MITx/6.00x/2012_Fall,CS,Introduction to Computer Science and Programming,MHxPC130026851,903166,0,United States,Bachelor's,1971,42,m,0,12-08-2012,,1,,0,1
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130082875,714593,1,Europe,Master's,1971,42,m,0,24-01-2013,24-01-2013,1,,0,0
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130595558,467483,1,United States,Doctorate,1971,42,m,0,22-01-2013,23-01-2013,1,,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130304196,769565,0,United Kingdom,Bachelor's,1971,42,m,0,28-01-2013,01-02-2013,2,,0,1
MITx/6.00x/2012_Fall,CS,Introduction to Computer Science and Programming,MHxPC130405733,620711,1,United States,Secondary,1971,42,m,0,26-08-2012,,6,,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130029106,941888,0,United States,Master's,1971,42,m,,30-07-2013,,1,2,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130418951,904073,0,United States,Master's,1971,42,f,0,20-12-2012,,6,,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130176248,368977,0,United States,Doctorate,1971,42,m,0,27-01-2013,27-01-2013,1,,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130029106,599058,1,United States,Master's,1971,42,m,,30-07-2013,,1,2,0,0
