course_id,course_short_title,course_long_title,learner_id,certification_id,certified,country,learner_qualification,learners_year_of_birth,age,gender,grade,start_time_DI,last_event_DI,number_of_days_active,number_of_chapters,number_of_forum_post,incomplete_flag
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130467019,245907,0,Europe,Secondary,1996,17,,0,01-02-2013,01-02-2013,1,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130050885,142152,0,United Kingdom,Secondary,1996,17,,0,04-02-2013,04-02-2013,1,,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130243770,943823,0,China,Secondary,1993,20,,0,21-05-2013,,1,,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130228798,633335,1,Europe,Secondary,1999,14,,,24-01-2013,24-01-2013,1,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130215959,721102,0,Bangladesh,Secondary,1992,21,,,20-01-2013,20-01-2013,1,1,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130132803,742691,0,Middle East,Secondary,1994,19,,0,03-02-2013,03-02-2013,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130405424,915780,0,South Asia,Secondary,1999,14,,0,31-05-2013,,11,,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130132663,252272,1,Spain,Secondary,1995,18,,0,22-01-2013,22-01-2013,1,,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130060011,600159,0,Canada,Secondary,1998,15,,0,12-08-2012,,1,,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130431442,889673,1,Europe,Secondary,1990,23,,,27-01-2013,28-01-2013,2,7,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130006331,826282,1,Philippines,Secondary,1997,16,,0,02-02-2013,02-02-2013,1,,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130123550,798533,1,Unknown/Other,Secondary,1992,21,,0,02-03-2013,,,1,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130467910,352863,0,United States,Secondary,1997,16,,,27-06-2013,,5,16,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130578990,928275,0,Europe,Secondary,1995,18,m,,25-01-2013,29-01-2013,2,1,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130176854,140120,0,United States,Secondary,1991,22,,,30-01-2013,04-02-2013,4,2,0,0
MITx/3.091x/2012_Fall,SSChem,Introduction to Solid State Chemistry,MHxPC130448686,242901,0,Brazil,Secondary,1990,23,m,0,01-09-2012,,13,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130234609,758502,0,Pakistan,Secondary,1991,22,,0,14-02-2013,,1,1,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130481128,919281,1,Brazil,Secondary,1991,22,,0,26-05-2013,,49,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130245936,105300,0,United States,Secondary,1997,16,,0,21-01-2013,21-01-2013,1,,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130453833,648395,0,Canada,Secondary,1993,20,m,0,11-02-2013,,6,2,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130403330,324604,0,Africa,Secondary,1994,19,,0,06-02-2013,06-02-2013,1,,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130397655,958101,0,Unknown/Other,Secondary,1990,23,,0,12-02-2013,,,1,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130480936,898481,0,Ukraine,Secondary,1990,23,,0,28-01-2013,28-01-2013,1,,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130337967,645387,0,United States,Secondary,1991,22,,,24-01-2013,05-02-2013,3,1,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130082903,570270,0,France,Secondary,1996,17,,,28-01-2013,31-01-2013,2,1,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130571385,139649,0,Unknown/Other,Secondary,1990,23,,0,14-02-2013,,,1,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130453533,125943,0,Africa,Secondary,1993,20,,0,06-02-2013,06-02-2013,1,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130312077,639409,0,Unknown/Other,Secondary,1995,18,,0,07-02-2013,,,2,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130204165,108301,0,United States,Secondary,1996,17,,0,18-02-2013,,3,1,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130588583,804088,0,Europe,Secondary,1995,18,,0,05-02-2013,,6,,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130121483,938629,1,East Asia,Secondary,1996,17,,,05-02-2013,05-02-2013,1,1,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130149386,995764,0,Unknown/Other,Secondary,1998,15,,0,09-09-2012,,,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130177870,164630,0,Europe,Secondary,1990,23,,,24-01-2013,24-01-2013,1,12,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130433958,607596,0,Pakistan,Secondary,1996,17,,,02-06-2013,,2,7,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130297180,913641,0,Unknown/Other,Secondary,1998,15,m,0,22-02-2013,,,2,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130567705,360510,1,United States,Secondary,1992,21,,,25-07-2013,,4,6,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130045574,160258,0,Unknown/Other,Secondary,1998,15,,0,10-09-2012,,,2,0,1
MITx/7.00x/2013_Spring,Biology,Introduction to Biology ��� The Secret of Life,MHxPC130048741,445862,0,United States,Secondary,1999,14,f,0,05-02-2013,05-02-2013,1,,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130501073,778895,0,Spain,Secondary,1994,19,,0,05-02-2013,05-02-2013,1,,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130289238,408851,1,United States,Secondary,1993,20,,0,05-02-2013,05-02-2013,1,,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130156240,538347,0,Australia,Secondary,1998,15,,0,12-08-2012,,,1,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130263444,412426,0,Unknown/Other,Secondary,1995,18,,0,09-09-2012,,,2,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130411934,195204,1,Unknown/Other,Secondary,1997,16,,,13-02-2013,,,1,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130226679,761652,1,United States,Secondary,1992,21,,,07-06-2013,,1,12,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130409943,627070,1,United States,Secondary,1991,22,,0,06-02-2013,06-02-2013,1,2,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130406081,554597,1,Unknown/Other,Secondary,1994,19,,0,10-02-2013,,,1,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130576316,807900,0,United States,Secondary,1996,17,,0,15-02-2013,,,1,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130347739,181321,0,India,Secondary,1999,14,,0,30-03-2013,,,1,0,1
MITx/3.091x/2012_Fall,SSChem,Introduction to Solid State Chemistry,MHxPC130513642,832917,0,South Asia,Secondary,1995,18,,0,12-08-2012,,1,,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130269870,155187,0,Brazil,Secondary,1996,17,m,0,07-09-2012,,,1,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130499041,899873,0,Unknown/Other,Secondary,1996,17,f,0,10-09-2012,,,1,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130368255,285023,1,East Asia,Secondary,1992,21,,,24-01-2013,25-01-2013,1,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130291550,193799,1,Canada,Secondary,1993,20,,,29-01-2013,04-02-2013,4,8,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130579020,942440,0,Japan,Secondary,1999,14,,,14-06-2013,,1,18,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130105934,936576,0,United States,Secondary,1997,16,,0,21-01-2013,21-01-2013,1,,0,1
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130222239,239298,0,Europe,Secondary,1991,22,m,0,02-02-2013,03-02-2013,1,,0,1
MITx/7.00x/2013_Spring,Biology,Introduction to Biology ��� The Secret of Life,MHxPC130467604,740864,0,United States,Secondary,1998,15,,0,01-03-2013,,8,,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130567722,711231,1,Canada,Secondary,1990,23,,0,03-02-2013,03-02-2013,1,,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130147148,364642,1,Unknown/Other,Secondary,1994,19,f,0,16-02-2013,,,1,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130166293,162895,0,Unknown/Other,Secondary,1997,16,,0.02,19-02-2013,,,2,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130125814,110458,0,United States,Secondary,1990,23,,,01-09-2013,,,1,0,0
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130276743,889995,0,Canada,Secondary,1996,17,,,30-03-2013,,1,13,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130499494,374260,0,United States,Secondary,1995,18,,0,20-12-2012,,3,,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130201927,829890,0,Japan,Secondary,1995,18,,0,27-01-2013,27-01-2013,1,,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130268232,401923,0,United States,Secondary,1993,20,,0,27-01-2013,28-01-2013,1,,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130057234,550718,0,Unknown/Other,Secondary,1996,17,,0,19-02-2013,,,1,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130449156,589064,0,Europe,Secondary,1997,16,,,25-07-2013,,2,6,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130361254,321122,1,Unknown/Other,Secondary,1991,22,,0,09-09-2012,,,1,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130577073,752330,0,Germany,Secondary,1991,22,,,22-01-2013,22-01-2013,1,2,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130373959,781904,0,Unknown/Other,Secondary,1995,18,,,10-02-2013,,,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130483802,152965,0,United States,Secondary,1991,22,,,04-06-2013,,2,10,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130431149,632881,0,Unknown/Other,Secondary,1995,18,f,0,07-02-2013,,,1,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130233924,289720,0,United States,Secondary,1999,14,f,0,17-02-2013,,,1,0,1
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130490760,564295,0,South Asia,Secondary,1996,17,,0,19-03-2013,,1,,0,0
MITx/3.091x/2012_Fall,SSChem,Introduction to Solid State Chemistry,MHxPC130397334,796321,0,South Asia,Secondary,1991,22,,0,17-08-2012,,1,,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130283725,609931,0,United Kingdom,Secondary,1998,15,,0,23-01-2013,23-01-2013,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130013531,681445,0,Russian Federation,Secondary,1999,14,m,0,24-02-2013,,1,,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130192861,658940,0,United States,Secondary,1998,15,,0,22-05-2013,,1,,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130478062,823087,0,United States,Secondary,1991,22,,,21-01-2013,27-01-2013,2,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130434158,497418,0,United States,Secondary,1999,14,,,22-01-2013,22-01-2013,1,3,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130228436,986594,1,Unknown/Other,Secondary,1995,18,,,28-04-2013,,,1,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130101419,786977,1,United States,Secondary,1991,22,,,09-07-2013,,1,11,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130394726,889651,1,Europe,Secondary,1993,20,,0,23-01-2013,23-01-2013,1,,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130244339,565660,1,United States,Secondary,1992,21,,0,22-01-2013,22-01-2013,1,,0,0
MITx/7.00x/2013_Spring,Biology,Introduction to Biology ��� The Secret of Life,MHxPC130183526,701078,0,United States,Secondary,1995,18,f,0,05-02-2013,,1,,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130596031,310967,1,Africa,Secondary,1998,15,,0,06-02-2013,06-02-2013,1,1,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130528927,874453,0,Unknown/Other,Secondary,1992,21,,0,19-02-2013,,,2,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130528627,182017,0,Unknown/Other,Secondary,1990,23,,0,05-03-2013,,,2,0,1
MITx/3.091x/2012_Fall,SSChem,Introduction to Solid State Chemistry,MHxPC130389695,123781,0,India,Secondary,1996,17,,0,07-08-2012,,1,,0,0
MITx/3.091x/2012_Fall,SSChem,Introduction to Solid State Chemistry,MHxPC130269870,817638,1,Brazil,Secondary,1996,17,m,0,07-09-2012,31-01-2013,2,,0,0
MITx/3.091x/2012_Fall,SSChem,Introduction to Solid State Chemistry,MHxPC130392067,768090,0,Europe,Secondary,1993,20,,0,21-10-2012,,5,,0,1
MITx/3.091x/2012_Fall,SSChem,Introduction to Solid State Chemistry,MHxPC130210039,704005,0,United States,Secondary,1994,19,m,0,03-10-2012,,1,,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130021156,608213,1,United States,Secondary,1993,20,,0,30-01-2013,31-01-2013,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130054849,543727,0,United States,Secondary,1991,22,,0,20-12-2012,,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130250522,322011,0,United States,Secondary,1992,21,,0,23-01-2013,06-02-2013,2,,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130060589,492782,0,Mexico,Secondary,1997,16,,,30-01-2013,30-01-2013,1,17,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130406337,353226,1,East Asia,Secondary,1996,17,m,,03-02-2013,05-02-2013,2,3,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130200926,822607,0,Unknown/Other,Secondary,1993,20,,,27-08-2013,,3,16,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130421265,216675,0,India,Secondary,1992,21,m,,12-06-2013,,1,10,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130494949,229577,1,Europe,Secondary,1992,21,,0,02-02-2013,02-02-2013,1,,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130530596,625723,1,Unknown/Other,Secondary,1990,23,,0,08-02-2013,,,1,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130068672,921228,0,Unknown/Other,Secondary,1998,15,,0,19-02-2013,,,2,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130417627,330232,0,Unknown/Other,Secondary,1996,17,,0.01,02-03-2013,,,2,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130172960,871974,1,South America,Secondary,1992,21,,,14-08-2013,,6,5,0,0
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130320048,188791,1,China,Secondary,1991,22,,,26-02-2013,,1,5,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130437699,121716,0,United States,Secondary,1993,20,m,0,31-01-2013,01-02-2013,1,,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130028955,502566,0,Africa,Secondary,1991,22,m,,03-06-2013,,1,5,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130003088,988146,0,United States,Secondary,1991,22,,0,08-09-2012,,,3,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130161728,608824,0,Unknown/Other,Secondary,1995,18,,0,07-09-2012,,,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130066951,121689,0,Unknown/Other,Secondary,1998,15,m,0,09-09-2012,,,1,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130029072,707670,0,Unknown/Other,Secondary,1997,16,,0,09-09-2012,,,1,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130350345,825908,0,Unknown/Other,Secondary,1999,14,,0,09-09-2012,,,1,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130193310,312954,1,Ukraine,Secondary,1991,22,,,08-02-2013,,,1,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130421373,690405,0,Unknown/Other,Secondary,1990,23,m,,16-02-2013,,,1,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130553448,280580,0,United States,Secondary,1994,19,,,30-07-2013,,1,13,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130052048,739285,0,United States,Secondary,1999,14,m,0,30-01-2013,30-01-2013,1,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130045794,887027,0,China,Secondary,1993,20,,0,05-02-2013,05-02-2013,1,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130268154,129310,0,Unknown/Other,Secondary,1997,16,,0,17-02-2013,,,1,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130439420,704841,0,Unknown/Other,Secondary,1999,14,,0.05,19-02-2013,,,2,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130319493,722534,0,United States,Secondary,1990,23,,0,23-02-2013,,1,,0,0
MITx/3.091x/2012_Fall,SSChem,Introduction to Solid State Chemistry,MHxPC130408183,386504,0,South America,Secondary,1998,15,,0,19-08-2012,,10,,0,1
MITx/3.091x/2012_Fall,SSChem,Introduction to Solid State Chemistry,MHxPC130499494,787928,1,United States,Secondary,1991,22,,0,23-11-2012,,3,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130067283,805062,0,United States,Secondary,1995,18,,0,10-02-2013,,2,1,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130381758,581812,0,Unknown/Other,Secondary,1990,23,,0,11-02-2013,,,1,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130483802,657448,0,United States,Secondary,1992,21,,0,04-06-2013,,2,,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130513214,254367,0,United Kingdom,Secondary,1991,22,,0,02-08-2012,,3,,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130386194,256069,0,Unknown/Other,Secondary,1992,21,,0,09-09-2012,,,2,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130559535,153098,0,Unknown/Other,Secondary,1990,23,,0,09-09-2012,,,2,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130000728,869544,0,Unknown/Other,Secondary,1997,16,,0,09-09-2012,,,2,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130352368,733787,0,Unknown/Other,Secondary,1991,22,,0,09-09-2012,,,1,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130196815,697005,1,Unknown/Other,Secondary,1994,19,,0,09-09-2012,,,1,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130052957,410637,0,Unknown/Other,Secondary,1999,14,,0,10-09-2012,,,2,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130036157,762994,0,Morocco,Secondary,1993,20,,,25-01-2013,25-01-2013,1,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130460196,290986,1,United States,Secondary,1997,16,,,29-04-2013,,2,14,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130173795,279828,1,South Asia,Secondary,1994,19,,,20-01-2013,21-01-2013,1,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130411061,267938,0,East Asia,Secondary,1990,23,m,,21-01-2013,21-01-2013,1,1,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130431487,808564,0,Japan,Secondary,1991,22,,,21-01-2013,21-01-2013,1,2,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130480529,774044,0,Egypt,Secondary,1990,23,m,,25-01-2013,26-01-2013,1,8,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130351554,991321,1,East Asia,Secondary,1990,23,,,27-01-2013,27-01-2013,1,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130024580,869662,0,Unknown/Other,Secondary,1993,20,,,07-02-2013,,,3,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130270400,631279,0,Unknown/Other,Secondary,1997,16,,,15-02-2013,,,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130254844,359419,1,Unknown/Other,Secondary,1991,22,,,16-02-2013,,,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130051325,128628,1,United States,Secondary,1997,16,,,24-05-2013,,1,15,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130082461,890033,1,United States,Secondary,1991,22,,,29-06-2013,,1,16,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130191295,967102,0,India,Secondary,1994,19,,0,05-02-2013,05-02-2013,1,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130482275,297551,0,United States,Secondary,1995,18,,0,12-02-2013,,,1,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130174740,813439,0,Unknown/Other,Secondary,1999,14,,0,19-02-2013,,,2,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130143792,903938,0,United States,Secondary,1992,21,,,05-09-2013,,,1,0,0
MITx/2.01x/2013_Spring,Structures,Elements of Structures,MHxPC130544305,489021,0,Russian Federation,Secondary,1994,19,,0,05-04-2013,,6,,0,0
MITx/3.091x/2012_Fall,SSChem,Introduction to Solid State Chemistry,MHxPC130109768,959768,1,Australia,Secondary,1998,15,,0,23-08-2012,,1,,0,0
MITx/3.091x/2012_Fall,SSChem,Introduction to Solid State Chemistry,MHxPC130541016,855512,1,United States,Secondary,1997,16,,0,06-09-2012,,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130164902,424868,0,United States,Secondary,1995,18,,0,23-01-2013,24-01-2013,1,,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130579647,982854,0,India,Secondary,1997,16,,0,29-01-2013,29-01-2013,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130380234,192338,0,East Asia,Secondary,1991,22,,0,04-02-2013,05-02-2013,2,,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130255266,811040,0,United States,Secondary,1998,15,,,01-02-2013,01-02-2013,1,13,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130493562,723601,0,Unknown/Other,Secondary,1992,21,,0,08-09-2012,,,2,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130217652,954134,1,Unknown/Other,Secondary,1999,14,,0,09-09-2012,,,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130303895,271766,0,Unknown/Other,Secondary,1996,17,,0,09-09-2012,,,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130232769,107383,0,Poland,Secondary,1994,19,,0,09-09-2012,,1,2,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130141745,469659,1,United States,Secondary,1994,19,,,29-01-2013,30-01-2013,1,3,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130135872,353576,0,Egypt,Secondary,1992,21,f,,04-02-2013,04-02-2013,1,7,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130107410,591709,1,United States,Secondary,1992,21,,,22-05-2013,,1,15,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130458366,623110,0,United States,Secondary,1998,15,,,31-05-2013,,1,11,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130451925,519581,0,United States,Secondary,1994,19,,,27-06-2013,,,3,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130257464,903925,1,India,Secondary,1994,19,,,26-07-2013,,5,5,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130595005,547722,1,Japan,Secondary,1994,19,,0,03-02-2013,04-02-2013,1,,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130275940,648822,0,South Asia,Secondary,1997,16,,0,05-02-2013,06-02-2013,1,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130504963,738823,1,Unknown/Other,Secondary,1990,23,,0,11-02-2013,,,1,0,0
